application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file,publication_number,date_application_produced,date_application_published,main_cpc_label,cpc_labels,main_ipcr_label,ipcr_labels,foreign,continuation,decision,decision_as_of_2020,npe_litigated_count,main_ipcr_label_subclass,filing_year
13233390,2011-09-15,Utility,"GONZALEZ, MADELINE",1778,210,435000,5068.0,PAT-00041-US-NP,Patented Case,2013-03-20,ELECTRONIC,,US20130068670A1,2013-03-21,,,8413818,2013-04-09,FILTER UNIT,UNDISCOUNTED,false,US20130068670A1-20130321,2013-03-06,2013-03-21,,,B01D3530,"B01D3530, B01D3500",False,0,ACCEPTED,ACCEPTED,8,B01D,2011
13233649,2011-09-15,Utility,"CAZAN, LIVIUS RADU",3729,29,739000,1159.0,2674-000072/US/01,Patented Case,2015-04-29,ELECTRONIC,,US20120066898A1,2012-03-22,,,9032611,2015-05-19,APPARATUS FOR GENERATING PATTERNS ON WORKPIECES,UNDISCOUNTED,false,US20120066898A1-20120322,2012-03-07,2012-03-22,,,B23P1900,B23P1900,False,0,ACCEPTED,ACCEPTED,1,B23P,2011
13233931,2011-09-15,Utility,"BUI, LUAN KIM",3728,206,213100,3277.0,11-SIB/106,Patented Case,2014-10-01,ELECTRONIC,,US20120061263A1,2012-03-15,,,8863947,2014-10-21,STORAGE PRESERVATION AND TRANSPORT FOR A CONTROLLED SUBSTANCE,SMALL,false,US20120061263A1-20120315,2012-02-29,2012-03-15,,,B65D8500,"B65D8500, B65B3104, B65B6102, B65D8124, B65B6100",False,0,ACCEPTED,ACCEPTED,1,B65D,2011
13233972,2011-09-15,Utility,"NELSON JR, MILTON",3636,297,331000,1012.0,20102-80888,Patented Case,2014-04-23,ELECTRONIC,,US20120242117A1,2012-09-27,,,8720995,2014-05-13,FOLDABLE SEAT RACK,SMALL,false,US20120242117A1-20120927,2012-09-12,2012-09-27,,,B60N244,B60N244,True,0,ACCEPTED,ACCEPTED,1,B60N,2011
13234030,2011-09-15,Utility,"MATTEI, BRIAN DAVID",3633,239,398000,5787.0,5564-31-CON,Patented Case,2012-11-14,ELECTRONIC,,US20120005824A1,2012-01-12,,,8321970,2012-12-04,METHOD AND ASSOCIATED APPARATUS FOR ASSEMBLING AND TESTING A PLUMBING SYSTEM,SMALL,false,US20120005824A1-20120112,2011-12-28,2012-01-12,,,E03C124,E03C124,False,1,CONT-ACCEPTED,CONT-ACCEPTED,4,E03C,2011
13234110,2011-09-15,Utility,"RICHMAN, GLENN E",3764,482,008000,2991.0,NEXR:001-CIP,Patented Case,2012-12-05,ELECTRONIC,,US20120108394A1,2012-05-03,,,8337366,2012-12-25,INTERACTIVE SYSTEM AND METHOD FOR BOXING AND MARTIAL ARTS,SMALL,false,US20120108394A1-20120503,2012-04-18,2012-05-03,,,A63B7100,"A63B7100, A63B6932",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A63B,2011
13234823,2011-09-16,Utility,"LAZARO, DAVID R",2455,709,206000,5354.0,EMD4,Patented Case,2013-07-17,ELECTRONIC,,US20120005294A1,2012-01-05,,,8504631,2013-08-06,METHOD APPARATUS AND BUSINESS SYSTEM FOR ONLINE COMMUNICATIONS WITH ONLINE AND OFFLINE RECIPIENTS,UNDISCOUNTED,false,US20120005294A1-20120105,2011-12-21,2012-01-05,,,G06F1516,G06F1516,False,1,CONT-ACCEPTED,CONT-ACCEPTED,8,G06F,2011
13234876,2011-09-16,Utility,"O'HERN, BRENT T",1781,428,076000,8101.0,INTF-37018US2,Patented Case,2013-02-27,ELECTRONIC,,US20120000010A1,2012-01-05,,,8399085,2013-03-19,ENERGY-ABSORBING PADS,SMALL,false,US20120000010A1-20120105,2011-12-21,2012-01-05,,,A42B306,"A42B306, B32B2700",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A42B,2011
13234904,2011-09-16,Utility,"SHEDRICK, CHARLES TERRELL",2646,370,328000,2684.0,3059.7150002,Patented Case,2012-10-24,ELECTRONIC,,US20120113911A1,2012-05-10,,,8310993,2012-11-13,ACKNOWLEDGING COMMUNICATION IN A WIRELESS NETWORK,UNDISCOUNTED,false,US20120113911A1-20120510,2012-04-25,2012-05-10,,,H04W7204,H04W7204,True,1,CONT-ACCEPTED,CONT-ACCEPTED,15,H04W,2011
13235021,2011-09-16,Utility,"NGUYEN, THU HA T",2453,370,328000,2302.0,1082-0008-C1,Patented Case,2020-05-27,ELECTRONIC,,US20120002607A1,2012-01-05,,,9191980,2015-11-17,SYSTEM AND METHOD TO CONTROL WIRELESS COMMUNICATIONS,SMALL,false,US20120002607A1-20120105,2011-12-21,2012-01-05,,,H04W8816,"H04W8816, H04L1266",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04W,2011
13235525,2011-09-19,Utility,"LEE, JOHN J",2647,455,522000,9938.0,ACIP0144USA,Patented Case,2014-07-16,ELECTRONIC,,US20120083308A1,2012-04-05,,,8798663,2014-08-05,Method of Performing Power Headroom Reporting and Communication Device Thereof,UNDISCOUNTED,false,US20120083308A1-20120405,2012-03-21,2012-04-05,,,H04W5234,H04W5234,False,0,ACCEPTED,ACCEPTED,1,H04W,2011
13235645,2011-09-19,Utility,"NGUYEN, PHILLIP H",2191,717,178000,5178.0,11779-55,Patented Case,2014-12-23,ELECTRONIC,,US20130073672A1,2013-03-21,,,8935691,2015-01-13,PROGRAM STORE FOR UPDATING ELECTRONIC DEVICES,SMALL,false,US20130073672A1-20130321,2013-03-06,2013-03-21,,,G06F1516,G06F1516,False,0,ACCEPTED,ACCEPTED,1,G06F,2011
13235659,2011-09-19,Utility,"POLANSKY, GREGG",1621,514,616000,8880.0,PAT031652-US-PCTD,Patented Case,2015-04-15,ELECTRONIC,,US20120004312A1,2012-01-05,,,9023893,2015-05-05,SYNERGISTIC COMBINATIONS COMPRISING A RENIN INHIBITOR FOR CARDIOVASCULAR DISEASES,UNDISCOUNTED,false,US20120004312A1-20120105,2011-12-21,2012-01-05,,,A61K3116,"A61K3116, A61P912",True,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A61K,2011
13235998,2011-09-19,Utility,"STEWART, ALVIN J",3799,623,017160,8673.0,101.0051-06000,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2017-06-19,ELECTRONIC,,US20120071982A1,2012-03-22,,,8444696,2013-05-21,ANATOMIC SPINAL IMPLANT HAVING ANATOMIC BEARING SURFACES,UNDISCOUNTED,false,US20120071982A1-20120322,2012-03-07,2012-03-22,,,A61F244,A61F244,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A61F,2011
13236257,2011-09-19,Utility,"DAYE, CHELCIE L",2161,707,646000,1000.0,5643-1-CON,Patented Case,2015-04-29,ELECTRONIC,,US20120005479A1,2012-01-05,,,9037545,2015-05-19,"GROUP BASED COMPLETE AND INCREMENTAL COMPUTER FILE BACKUP SYSTEM, PROCESS AND APPARATUS",SMALL,false,US20120005479A1-20120105,2011-12-21,2012-01-05,,,H04L932,H04L932,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,H04L,2011
13236351,2011-09-19,Utility,"AJIBADE AKONAI, OLUMIDE",2641,455,558000,1954.0,SC-04-15-1,Patented Case,2013-06-05,ELECTRONIC,,US20120207341A1,2012-08-16,,,8473008,2013-06-25,WIRELESS ENABLED MEMORY MODULE,SMALL,false,US20120207341A1-20120816,2012-08-01,2012-08-16,,,G06K900,G06K900,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06K,2011
13236742,2011-09-20,Utility,"BAYS, MARIE D",3732,12,14600C,5214.0,005127.01675,Application Involved in Court Proceedings,2019-04-19,ELECTRONIC,,US20120005922A1,2012-01-12,,,8266749,2012-09-18,ARTICLE OF FOOTWEAR HAVING A TEXTILE UPPER,UNDISCOUNTED,false,US20120005922A1-20120112,2011-12-28,2012-01-12,,,A43B2300,"A43B2300, A43D800",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,A43B,2011
13237184,2011-09-20,Utility,"CHEUNG, CALVIN K",3662,705,076000,7352.0,W0537-701320,Application Involved in Court Proceedings,2020-01-21,ELECTRONIC,,US20120130904A1,2012-05-24,,,8577813,2013-11-05,UNIVERSAL SECURE REGISTRY,SMALL,false,US20120130904A1-20120524,2012-05-09,2012-05-24,,,G06Q2040,"G06Q2040, G06F2100",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06Q,2011
13237413,2011-09-20,Utility,"YOUNKINS, KAREN L",3751,4,290000,4577.0,OXO-35089.04,Patented Case,2012-04-18,ELECTRONIC,,US20120005814A1,2012-01-12,,,8171574,2012-05-08,FLEXIBLE SINK STRAINER,UNDISCOUNTED,false,US20120005814A1-20120112,2011-12-28,2012-01-12,,,E03C126,E03C126,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,E03C,2011
13237709,2011-09-20,Utility,"CHANDRAKUMAR, NIZAL S",1625,514,294000,7805.0,46696-0009002 021.US3.DIV,Patented Case,2012-12-29,ELECTRONIC,,US20120077839A1,2012-03-29,,,8357697,2013-01-22,"SUBSTITUTED 3-ISOBUTYL-9,10-DIMETHOXY-1,3,4,6,7,11B-HEXAHYDRO-2H-PYRIDO[2,1-A]ISOQUINOLIN-2-OL COMPOUNDS AND METHODS RELATING THERETO",UNDISCOUNTED,false,US20120077839A1-20120329,2012-03-14,2012-03-29,,,A61K31473,"A61K31473, A61P2514",False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,A61K,2011
13238717,2011-09-21,Utility,"SELLERS, ROBERT E",1765,473,373000,7070.0,B08-49-C2,Patented Case,2012-08-15,ELECTRONIC,,US20120010022A1,2012-01-12,,,8257201,2012-09-04,MULTI-LAYER-CORE GOLF BALL HAVING HIGHLY-NEUTRALIZED POLYMER OUTER CORE LAYER,UNDISCOUNTED,false,US20120010022A1-20120112,2011-12-28,2012-01-12,,,A63B3706,A63B3706,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,A63B,2011
13238796,2011-09-21,Utility,"VU, HUNG K",2897,257,774000,5661.0,8017-1317-1,Patented Case,2012-09-12,ELECTRONIC,,US20120013023A1,2012-01-19,,,8278763,2012-10-02,SEMICONDUCTOR DEVICE,UNDISCOUNTED,false,US20120013023A1-20120119,2012-01-04,2012-01-19,,,H01L2348,H01L2348,True,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H01L,2011
13238939,2011-09-21,Utility,"KOSSON, ROSANNE",1657,514,725000,4596.0,4532670/97574 - KEM 186,Patented Case,2014-08-06,ELECTRONIC,,US20120070422A1,2012-03-22,,,8815955,2014-08-26,Method of Treating Ocular Disorders,UNDISCOUNTED,false,US20120070422A1-20120322,2012-03-07,2012-03-22,,,A61K3334,"A61K3334, A61K31375, A61K31355, A61K3105, A61P2702, A61K3111, A61K3330, A61K3304, A61K3135, A61K3107, A61K31015",False,0,ACCEPTED,ACCEPTED,1,A61K,2011
13239198,2011-09-21,Utility,"NGUYEN, GEORGE BINH MINH",3723,451,443000,2022.0,02074-32820.NP2,Patented Case,2014-06-25,ELECTRONIC,,US20120244790A1,2012-09-27,,,8777699,2014-07-15,SUPERABRASIVE TOOLS HAVING SUBSTANTIALLY LEVELED PARTICLE TIPS AND ASSOCIATED METHODS,SMALL,false,US20120244790A1-20120927,2012-09-12,2012-09-27,,,B24B53017,"B24B53017, B24D1800",False,0,ACCEPTED,ACCEPTED,2,B24B,2011
13239512,2011-09-22,Utility,"HAUPT, KRISTY A",2876,235,449000,3643.0,061397-000002USC1,Patented Case,2012-09-19,ELECTRONIC,,US20120061467A1,2012-03-15,,,8281998,2012-10-09,APPARATUS AND METHOD FOR COMMERCIAL TRANSACTIONS USING A COMMUNICATION DEVICE,SMALL,false,US20120061467A1-20120315,2012-02-29,2012-03-15,,,G06F708,G06F708,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2011
13239750,2011-09-22,Utility,"SHIAO, REI TSANG",1628,514,127000,6594.0,TARO-1033US6,Patented Case,2013-08-28,ELECTRONIC,,US20120010175A1,2012-01-12,,,8536155,2013-09-17,PROCESS FOR PREPARING MALATHION FOR PHARMACEUTICAL USE,UNDISCOUNTED,false,US20120010175A1-20120112,2011-12-28,2012-01-12,,,A61K31661,"A61K31661, A61P3314",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A61K,2011
13240115,2011-09-22,Utility,"ZARNEKE, DAVID A",2891,257,435000,5043.0,21558US03,Patented Case,2014-03-26,ELECTRONIC,,US20120068294A1,2012-03-22,,,8698266,2014-04-15,IMAGE SENSOR WITH DECREASED OPTICAL INTERFERENCE BETWEEN ADJACENT PIXELS,UNDISCOUNTED,false,US20120068294A1-20120322,2012-03-07,2012-03-22,,,H01L310216,"H01L310216, H01L3102",True,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H01L,2011
13240119,2011-09-22,Utility,"CRUZ, KATHRIEN ANN",1629,424,455000,1525.0,7113USC2,Patented Case,2013-02-27,ELECTRONIC,,US20120022089A1,2012-01-26,,,8399015,2013-03-19,Solid Pharmaceutical Dosage Form,UNDISCOUNTED,false,US20120022089A1-20120126,2012-01-11,2012-01-26,,,A61K31513,A61K31513,False,1,CONT-ACCEPTED,CONT-ACCEPTED,12,A61K,2011
13240562,2011-09-22,Utility,"LEE, WILLIAM Y",1629,514,181000,5462.0,688110-13U2,Patented Case,2012-04-04,ELECTRONIC,,US20120101141A1,2012-04-26,,,8163725,2012-04-24,GEL COMPOSITIONS AND METHODS OF USE,UNDISCOUNTED,false,US20120101141A1-20120426,2012-04-11,2012-04-26,,,A61K314174,"A61K314174, A61K31137, A61P2900, A61P1700, A61P1706, A61K4734, A61K314164",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A61K,2011
13240656,2011-09-22,Utility,"NGUYEN, PATRICIA T",2817,330,285000,1008.0,5090-0115,Patented Case,2019-09-18,ELECTRONIC,,US20120007680A1,2012-01-12,,,8253492,2012-08-28,VARIABLE GAIN AMPLIFIER,UNDISCOUNTED,false,US20120007680A1-20120112,2011-12-28,2012-01-12,,,H03G320,"H03G320, H03F122",True,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H03G,2011
13240661,2011-09-22,Utility,"LAFORGIA, CHRISTIAN A",2439,726,024000,4054.0,2831.006US3,Patented Case,2012-09-05,ELECTRONIC,,US20120017277A1,2012-01-19,,,8276205,2012-09-25,SYSTEMS AND METHODS FOR UPDATING CONTENT DETECTION DEVICES AND SYSTEMS,UNDISCOUNTED,false,US20120017277A1-20120119,2012-01-04,2012-01-19,,,G06F2100,"G06F2100, G06F1100, G06F1516",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,G06F,2011
13240932,2011-09-22,Utility,"LONSBERRY, HUNTER B",2427,725,094000,4432.0,066.0016C1C1(SL-1003.6.1),Patented Case,2013-01-09,ELECTRONIC,,US20120011269A1,2012-01-12,,,8365236,2013-01-29,PERSONAL MEDIA BROADCASTING SYSTEM WITH OUTPUT BUFFER,UNDISCOUNTED,false,US20120011269A1-20120112,2011-12-28,2012-01-12,,,G06F1516,G06F1516,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2011
13241145,2011-09-22,Utility,"STEINBERG, JEFFREY S",2622,345,204000,8415.0,15008.003,Patented Case,2015-02-04,ELECTRONIC,,US20130076605A1,2013-03-28,,,8963895,2015-02-24,Ubiquitously Mountable Image Display System,SMALL,false,US20130076605A1-20130328,2013-03-13,2013-03-28,,,G09G336,"G09G336, G09G320, H05K700",False,0,ACCEPTED,ACCEPTED,3,G09G,2011
13241554,2011-09-23,Utility,"NGUYEN, MERILYN P",2163,707,005000,2728.0,MEI003 P301B,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2020-10-05,ELECTRONIC,,US20120011107A1,2012-01-12,,,8156096,2012-04-10,SUPPLIER IDENTIFICATION AND LOCATOR SYSTEM AND METHOD,SMALL,false,US20120011107A1-20120112,2011-12-28,2012-01-12,,,G06F1730,G06F1730,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2011
13241817,2011-09-23,Utility,"SETH, MANAV",2666,382,115000,8634.0,8855-08B,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2021-03-22,ELECTRONIC,,US20120027265A1,2012-02-02,,,8374402,2013-02-12,DATA SECURITY SYSTEM,SMALL,false,US20120027265A1-20120202,2012-01-18,2012-02-02,,,G06K900,G06K900,False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,G06K,2011
13242016,2011-09-23,Utility,"MIZRAHI, DIANE D",2645,455,410000,1581.0,29907-0072001,Patented Case,2013-09-18,ELECTRONIC,,US20130078948A1,2013-03-28,,,8554175,2013-10-08,MANAGING MOBILE DEVICE APPLICATIONS ON A MOBILE DEVICE,UNDISCOUNTED,false,US20130078948A1-20130328,2013-03-13,2013-03-28,,,H04W1208,H04W1208,False,0,ACCEPTED,ACCEPTED,1,H04W,2011
13242158,2011-09-23,Utility,"GELIN, JEAN ALLAND",2643,455,569100,2347.0,145865,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2021-01-18,ELECTRONIC,,US20120015691A1,2012-01-19,,,8331998,2012-12-11,COMBINED REAR VIEW MIRROR AND TELEPHONE,UNDISCOUNTED,false,US20120015691A1-20120119,2012-01-04,2012-01-19,,,H04W8802,H04W8802,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04W,2011
13242758,2011-09-23,Utility,"BRASE, SANDRA L",2852,399,258000,9915.0,00684.167658.,Patented Case,2013-10-02,ELECTRONIC,,US20120014713A1,2012-01-19,,,8565649,2013-10-22,DEVELOPER SUPPLY CONTAINER AND DEVELOPER SUPPLYING SYSTEM,UNDISCOUNTED,false,US20120014713A1-20120119,2012-01-04,2012-01-19,,,G03G1506,G03G1506,True,1,CONT-ACCEPTED,CONT-ACCEPTED,10,G03G,2011
13243004,2011-09-23,Utility,"TRAN, THINH D",2466,370,392000,4075.0,NOR-145C1 (18756ROUS08C),Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2018-01-29,ELECTRONIC,,US20120008630A1,2012-01-12,,,8619791,2013-12-31,BORDER GATEWAY PROTOCOL EXTENDED COMMUNITY ATTRIBUTE FOR LAYER-2 AND LAYER-3 VIRTUAL PRIVATE NETWORKS,UNDISCOUNTED,false,US20120008630A1-20120112,2011-12-28,2012-01-12,,,H04L1256,H04L1256,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04L,2011
13243747,2011-09-23,Utility,"CARR, DEBORAH D",1622,554,009000,2207.0,2251/72338-AAA/JPW/GJGREB,Patented Case,2012-09-26,ELECTRONIC,,US20120041218A1,2012-02-16,,,8288572,2012-10-16,SYNTHESIS OF LONG-CHAIN POLYUNSATURATED FATTY ACIDS BY RECOMBINANT CELLS,UNDISCOUNTED,false,US20120041218A1-20120216,2012-02-01,2012-02-16,,,C11B100,C11B100,True,1,CONT-ACCEPTED,CONT-ACCEPTED,2,C11B,2011
13243758,2011-09-23,Utility,"HU, KANG",3715,434,262000,5731.0,11-25430,Patented Case,2013-06-19,ELECTRONIC,,US20120058457A1,2012-03-08,,,8480404,2013-07-09,Multimodal Ultrasound Training System,SMALL,false,US20120058457A1-20120308,2012-02-22,2012-03-08,,,G09B2328,G09B2328,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G09B,2011
13244082,2011-09-23,Utility,"ZHOU, YONG",2477,370,392000,9325.0,SABLE-01023CON1,Patented Case,2014-08-06,ELECTRONIC,,US20120014282A1,2012-01-19,,,8817790,2014-08-26,IDENTIFYING FLOWS BASED ON BEHAVIOR CHARACTERISTICS AND APPLYING USER-DEFINED ACTIONS,UNDISCOUNTED,false,US20120014282A1-20120119,2012-01-04,2012-01-19,,,H04L1226,H04L1226,False,1,CONT-ACCEPTED,CONT-ACCEPTED,10,H04L,2011
13244419,2011-09-24,Utility,"FANTU, YALKEW",2859,320,114000,6823.0,IPOWP002.US02,Patented Case,2013-11-20,ELECTRONIC,,US20120077552A1,2012-03-29,,,8604753,2013-12-10,METHOD OF DISTRIBUTING TO A USER A REMEDY FOR INADEQUATE BATTERY LIFE IN A HANDHELD DEVICE,SMALL,false,US20120077552A1-20120329,2012-03-14,2012-03-29,,,H04W5200,"H04W5200, H04W8802",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,H04W,2011
13244671,2011-09-25,Utility,"SETH, MANAV",2666,382,145000,1411.0,FN-102A-DIV3-CON2-US,Patented Case,2012-11-21,ELECTRONIC,,US20120229694A1,2012-09-13,,,8331715,2012-12-11,DIGITAL IMAGE PROCESSING USING FACE DETECTION INFORMATION,UNDISCOUNTED,false,US20120229694A1-20120913,2012-08-29,2012-09-13,,,H04N5232,H04N5232,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04N,2011
13244706,2011-09-26,Utility,"TCHERKASSKAYA, OLGA V",1615,424,452000,6258.0,TRIS10C1USA,Patented Case,2012-09-26,ELECTRONIC,,US20120207824A1,2012-08-16,,,8287903,2012-10-16,ORALLY EFFECTIVE METHYLPHENIDATE EXTENDED RELEASE POWDER AND AQUEOUS SUSPENSION PRODUCT,UNDISCOUNTED,false,US20120207824A1-20120816,2012-08-01,2012-08-16,,,A61K31787,"A61K31787, A61K914, A61K314458, A61P2524, A61K952, A61P2500, A61P2528, A61K900, A61K932",False,1,CONT-ACCEPTED,CONT-ACCEPTED,4,A61K,2011
13244744,2011-09-26,Utility,"HARLEY, JASON A",2468,370,331000,2155.0,35744-1-US-CNT,Patented Case,2014-10-15,ELECTRONIC,,US20120014324A1,2012-01-19,,,8879503,2014-11-04,VOICE SERVICE IN EVOLVED PACKET SYSTEM,UNDISCOUNTED,false,US20120014324A1-20120119,2012-01-04,2012-01-19,,,H04W4000,"H04W4000, H04L1266",False,1,CONT-ACCEPTED,CONT-ACCEPTED,6,H04W,2011
13244748,2011-09-26,Utility,"CRAIGO, WILLIAM A",1615,424,465000,6087.0,TRIS1-C2USA,Patented Case,2012-05-30,ELECTRONIC,,US20120015030A1,2012-01-19,,,8202537,2012-06-19,MODIFIED RELEASE FORMULATIONS CONTAINING DRUG-ION EXCHANGE RESIN COMPLEXES,UNDISCOUNTED,false,US20120015030A1-20120119,2012-01-04,2012-01-19,,,A61K932,"A61K932, A61P2526, A61K314458",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,A61K,2011
13244866,2011-09-26,Utility,"WON, MICHAEL YOUNG",2456,709,239000,9737.0,NOMDX.011P1C5,Patented Case,2012-03-21,ELECTRONIC,,US20120017009A1,2012-01-19,,,8156246,2012-04-10,SYSTEMS AND METHODS FOR PROVIDING CONTENT AND SERVICES ON A NETWORK SYSTEM,UNDISCOUNTED,false,US20120017009A1-20120119,2012-01-04,2012-01-19,,,G06F15173,G06F15173,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,G06F,2011
13244983,2011-09-26,Utility,"TEKLE, DANIEL T",2481,386,224000,7680.0,5109-MPV-0021,Patented Case,2014-05-21,ELECTRONIC,,US20130077931A1,2013-03-28,,,8750674,2014-06-10,REMOTELY CONTROLLABLE DIGITAL VIDEO CAMERA SYSTEM,UNDISCOUNTED,false,US20130077931A1-20130328,2013-03-13,2013-03-28,,,H04N577,H04N577,False,0,ACCEPTED,ACCEPTED,2,H04N,2011
13245001,2011-09-26,Utility,"HEFFINGTON, JOHN M",2172,715,740000,4575.0,,Patented Case,2012-12-22,ELECTRONIC,,US20120272148A1,2012-10-25,,,8356251,2013-01-15,PLAY CONTROL OF CONTENT ON A DISPLAY DEVICE,SMALL,false,US20120272148A1-20121025,2012-10-10,2012-10-25,,,G06F301,G06F301,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,G06F,2011
13245134,2011-09-26,Utility,"DINH, KHANH Q",2458,709,220000,1877.0,18594/018001,Patented Case,2017-11-15,ELECTRONIC,,US20130080612A1,2013-03-28,,,9838319,2017-12-05,ENCAPSULATION SYSTEM FEATURING AN INTELLIGENT NETWORK COMPONENT,SMALL,false,US20130080612A1-20130328,2013-03-13,2013-03-28,,,G06F15173,"G06F15173, H04W8000",False,0,ACCEPTED,ACCEPTED,1,G06F,2011
13245150,2011-09-26,Utility,"MAYO III, WILLIAM H",2847,174,036000,7868.0,60309.0009USC2/SW-07-0562,Patented Case,2013-12-18,ELECTRONIC,,US20120103656A1,2012-05-03,,,8624110,2014-01-07,VIBRATION RESISTANT CABLE,UNDISCOUNTED,false,US20120103656A1-20120503,2012-04-18,2012-05-03,,,H01B1102,H01B1102,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H01B,2011
13245331,2011-09-26,Utility,"HYUN, PAUL SANG HWA",1772,422,503000,5808.0,118153-01204,Patented Case,2013-12-18,ELECTRONIC,,US20120015442A1,2012-01-19,,,8623295,2014-01-07,MICROFLUIDIC SYSTEM INCLUDING A BUBBLE VALVE FOR REGULATING FLUID FLOW THROUGH A MICROCHANNEL,UNDISCOUNTED,false,US20120015442A1-20120119,2012-01-04,2012-01-19,,,G01N3350,G01N3350,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G01N,2011
13245383,2011-09-26,Utility,"KENNY, DANIEL J",3633,52,199000,7034.0,P034107.US.03,Patented Case,2012-09-12,ELECTRONIC,,US20120011790A1,2012-01-19,,,8276331,2012-10-02,VENTILATED ROOF SYSTEM WITH RIDGE VENT,SMALL,false,US20120011790A1-20120119,2012-01-04,2012-01-19,,,F24F702,"F24F702, E04B170",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,F24F,2011
13245596,2011-09-26,Utility,"RAMIREZ, DELIA M",1652,435,196000,6740.0,P1090.70001US03,Patented Case,2012-02-01,ELECTRONIC,,US20120015421A1,2012-01-19,,,8119381,2012-02-21,RATIONALLY-DESIGNED MEGANUCLEASES WITH ALTERED SEQUENCE SPECIFICITY AND DNA-BINDING AFFINITY,UNDISCOUNTED,false,US20120015421A1-20120119,2012-01-04,2012-01-19,,,C12N916,C12N916,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,C12N,2011
13245607,2011-09-26,Utility,"RAMIREZ, DELIA M",1652,435,018000,1131.0,P1090.70001US04,Patented Case,2012-02-01,ELECTRONIC,,US20120015406A1,2012-01-19,,,8119361,2012-02-21,METHODS OF CLEAVING DNA WITH RATIONALLY-DESIGNED MEGANUCLEASES,UNDISCOUNTED,false,US20120015406A1-20120119,2012-01-04,2012-01-19,,,C12P1934,C12P1934,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,C12P,2011
13245619,2011-09-26,Utility,"YOO, HONG THI",1793,426,596000,5054.0,100700.0024US3,Patented Case,2013-11-20,ELECTRONIC,,US20120015095A1,2012-01-19,,,8603564,2013-12-10,LOW-MYCOTOXIN COFFEE CHERRY PRODUCTS,SMALL,false,US20120015095A1-20120119,2012-01-04,2012-01-19,,,A23F502,A23F502,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A23F,2011
13245620,2011-09-26,Utility,"ANDERSON, GREGORY A",3773,606,232000,9919.0,KFX.003C1,Patented Case,2012-01-04,ELECTRONIC,,US20120016414A1,2012-01-19,,,8100942,2012-01-24,SYSTEM AND METHOD FOR ATTACHING SOFT TISSUE TO BONE,UNDISCOUNTED,false,US20120016414A1-20120119,2012-01-04,2012-01-19,,,A61B1704,A61B1704,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,A61B,2011
